pais,continente,anio,variable,valor
Bélgica,Europa,1967,esperanza_de_vida,70.94
Bélgica,Europa,1972,esperanza_de_vida,71.44
Bélgica,Europa,1977,esperanza_de_vida,72.8
Bélgica,Europa,1982,esperanza_de_vida,73.93
Bélgica,Europa,1987,esperanza_de_vida,75.35
Bélgica,Europa,1992,esperanza_de_vida,76.46
Bélgica,Europa,1997,esperanza_de_vida,77.53
Bélgica,Europa,2002,esperanza_de_vida,78.32
Bélgica,Europa,2007,esperanza_de_vida,79.441
Benin,África,1952,esperanza_de_vida,38.223
Benin,África,1957,esperanza_de_vida,40.358
Benin,África,1962,esperanza_de_vida,42.618
Benin,África,1967,esperanza_de_vida,44.885
Benin,África,1972,esperanza_de_vida,47.014
Benin,África,1977,esperanza_de_vida,49.19
Benin,África,1982,esperanza_de_vida,50.904
Benin,África,1987,esperanza_de_vida,52.337
Benin,África,1992,esperanza_de_vida,53.919
Benin,África,1997,esperanza_de_vida,54.777
Benin,África,2002,esperanza_de_vida,54.406
Benin,África,2007,esperanza_de_vida,56.728
Bolivia,Américas,1952,esperanza_de_vida,40.414
Bolivia,Américas,1957,esperanza_de_vida,41.89
Bolivia,Américas,1962,esperanza_de_vida,43.428
Bolivia,Américas,1967,esperanza_de_vida,45.032
Bolivia,Américas,1972,esperanza_de_vida,46.714
Bolivia,Américas,1977,esperanza_de_vida,50.023
Bolivia,Américas,1982,esperanza_de_vida,53.859
Bolivia,Américas,1987,esperanza_de_vida,57.251
Bolivia,Américas,1992,esperanza_de_vida,59.957
Bolivia,Américas,1997,esperanza_de_vida,62.05
Bolivia,Américas,2002,esperanza_de_vida,63.883
Bolivia,Américas,2007,esperanza_de_vida,65.554
Bosnia y Herzegovina,Europa,1952,esperanza_de_vida,53.82
Bosnia y Herzegovina,Europa,1957,esperanza_de_vida,58.45
Bosnia y Herzegovina,Europa,1962,esperanza_de_vida,61.93
Bosnia y Herzegovina,Europa,1967,esperanza_de_vida,64.79
Bosnia y Herzegovina,Europa,1972,esperanza_de_vida,67.45
Bosnia y Herzegovina,Europa,1977,esperanza_de_vida,69.86
Bosnia y Herzegovina,Europa,1982,esperanza_de_vida,70.69
Bosnia y Herzegovina,Europa,1987,esperanza_de_vida,71.14
Bosnia y Herzegovina,Europa,1992,esperanza_de_vida,72.178
Bosnia y Herzegovina,Europa,1997,esperanza_de_vida,73.244
Bosnia y Herzegovina,Europa,2002,esperanza_de_vida,74.09
Bosnia y Herzegovina,Europa,2007,esperanza_de_vida,74.852
Botswana,África,1952,esperanza_de_vida,47.622
Botswana,África,1957,esperanza_de_vida,49.618
Botswana,África,1962,esperanza_de_vida,51.52
Botswana,África,1967,esperanza_de_vida,53.298
Botswana,África,1972,esperanza_de_vida,56.024
Botswana,África,1977,esperanza_de_vida,59.319
Botswana,África,1982,esperanza_de_vida,61.484
Botswana,África,1987,esperanza_de_vida,63.622
Botswana,África,1992,esperanza_de_vida,62.745
Botswana,África,1997,esperanza_de_vida,52.556
Botswana,África,2002,esperanza_de_vida,46.634
Botswana,África,2007,esperanza_de_vida,50.728
Brasil,Américas,1952,esperanza_de_vida,50.917
Brasil,Américas,1957,esperanza_de_vida,53.285
Brasil,Américas,1962,esperanza_de_vida,55.665
Brasil,Américas,1967,esperanza_de_vida,57.632
Brasil,Américas,1972,esperanza_de_vida,59.504
Brasil,Américas,1977,esperanza_de_vida,61.489
Brasil,Américas,1982,esperanza_de_vida,63.336
Brasil,Américas,1987,esperanza_de_vida,65.205
Brasil,Américas,1992,esperanza_de_vida,67.057
Brasil,Américas,1997,esperanza_de_vida,69.388
Brasil,Américas,2002,esperanza_de_vida,71.006
Brasil,Américas,2007,esperanza_de_vida,72.39
Bulgaria,Europa,1952,esperanza_de_vida,59.6
Bulgaria,Europa,1957,esperanza_de_vida,66.61
Bulgaria,Europa,1962,esperanza_de_vida,69.51
Bulgaria,Europa,1967,esperanza_de_vida,70.42
Bulgaria,Europa,1972,esperanza_de_vida,70.9
Bulgaria,Europa,1977,esperanza_de_vida,70.81
Bulgaria,Europa,1982,esperanza_de_vida,71.08
Bulgaria,Europa,1987,esperanza_de_vida,71.34
Bulgaria,Europa,1992,esperanza_de_vida,71.19
Bulgaria,Europa,1997,esperanza_de_vida,70.32
Bulgaria,Europa,2002,esperanza_de_vida,72.14
Bulgaria,Europa,2007,esperanza_de_vida,73.005
Burkina Faso,África,1952,esperanza_de_vida,31.975
Burkina Faso,África,1957,esperanza_de_vida,34.906
Burkina Faso,África,1962,esperanza_de_vida,37.814
Burkina Faso,África,1967,esperanza_de_vida,40.697
Burkina Faso,África,1972,esperanza_de_vida,43.591
Burkina Faso,África,1977,esperanza_de_vida,46.137
Burkina Faso,África,1982,esperanza_de_vida,48.122
Burkina Faso,África,1987,esperanza_de_vida,49.557
Burkina Faso,África,1992,esperanza_de_vida,50.26
Burkina Faso,África,1997,esperanza_de_vida,50.324
Burkina Faso,África,2002,esperanza_de_vida,50.65
Burkina Faso,África,2007,esperanza_de_vida,52.295
Burundi,África,1952,esperanza_de_vida,39.031
Burundi,África,1957,esperanza_de_vida,40.533
Burundi,África,1962,esperanza_de_vida,42.045
Burundi,África,1967,esperanza_de_vida,43.548
Burundi,África,1972,esperanza_de_vida,44.057
Burundi,África,1977,esperanza_de_vida,45.91
Burundi,África,1982,esperanza_de_vida,47.471
Burundi,África,1987,esperanza_de_vida,48.211
Burundi,África,1992,esperanza_de_vida,44.736
Burundi,África,1997,esperanza_de_vida,45.326
Burundi,África,2002,esperanza_de_vida,47.36
Burundi,África,2007,esperanza_de_vida,49.58
Camboya,Asia,1952,esperanza_de_vida,39.417
Camboya,Asia,1957,esperanza_de_vida,41.366
Camboya,Asia,1962,esperanza_de_vida,43.415
Camboya,Asia,1967,esperanza_de_vida,45.415
Camboya,Asia,1972,esperanza_de_vida,40.317
Camboya,Asia,1977,esperanza_de_vida,31.22
Camboya,Asia,1982,esperanza_de_vida,50.957
Camboya,Asia,1987,esperanza_de_vida,53.914
Camboya,Asia,1992,esperanza_de_vida,55.803
Camboya,Asia,1997,esperanza_de_vida,56.534
Camboya,Asia,2002,esperanza_de_vida,56.752
Camboya,Asia,2007,esperanza_de_vida,59.723
Camerún,África,1952,esperanza_de_vida,38.523
Camerún,África,1957,esperanza_de_vida,40.428
Camerún,África,1962,esperanza_de_vida,42.643
Camerún,África,1967,esperanza_de_vida,44.799
Camerún,África,1972,esperanza_de_vida,47.049
Camerún,África,1977,esperanza_de_vida,49.355
Camerún,África,1982,esperanza_de_vida,52.961
Camerún,África,1987,esperanza_de_vida,54.985
Camerún,África,1992,esperanza_de_vida,54.314
Camerún,África,1997,esperanza_de_vida,52.199
Camerún,África,2002,esperanza_de_vida,49.856
Camerún,África,2007,esperanza_de_vida,50.43
Canadá,Américas,1952,esperanza_de_vida,68.75
Canadá,Américas,1957,esperanza_de_vida,69.96
Canadá,Américas,1962,esperanza_de_vida,71.3
Canadá,Américas,1967,esperanza_de_vida,72.13
Canadá,Américas,1972,esperanza_de_vida,72.88
Canadá,Américas,1977,esperanza_de_vida,74.21
Canadá,Américas,1982,esperanza_de_vida,75.76
Canadá,Américas,1987,esperanza_de_vida,76.86
Canadá,Américas,1992,esperanza_de_vida,77.95
Canadá,Américas,1997,esperanza_de_vida,78.61
Canadá,Américas,2002,esperanza_de_vida,79.77
Canadá,Américas,2007,esperanza_de_vida,80.653
República Centroafricana,África,1952,esperanza_de_vida,35.463
República Centroafricana,África,1957,esperanza_de_vida,37.464
República Centroafricana,África,1962,esperanza_de_vida,39.475
República Centroafricana,África,1967,esperanza_de_vida,41.478
República Centroafricana,África,1972,esperanza_de_vida,43.457
República Centroafricana,África,1977,esperanza_de_vida,46.775
República Centroafricana,África,1982,esperanza_de_vida,48.295
República Centroafricana,África,1987,esperanza_de_vida,50.485
República Centroafricana,África,1992,esperanza_de_vida,49.396
República Centroafricana,África,1997,esperanza_de_vida,46.066
República Centroafricana,África,2002,esperanza_de_vida,43.308
República Centroafricana,África,2007,esperanza_de_vida,44.741
Chad,África,1952,esperanza_de_vida,38.092
Chad,África,1957,esperanza_de_vida,39.881
Chad,África,1962,esperanza_de_vida,41.716
Chad,África,1967,esperanza_de_vida,43.601
Chad,África,1972,esperanza_de_vida,45.569
Chad,África,1977,esperanza_de_vida,47.383
Chad,África,1982,esperanza_de_vida,49.517
Chad,África,1987,esperanza_de_vida,51.051
Chad,África,1992,esperanza_de_vida,51.724
Chad,África,1997,esperanza_de_vida,51.573
Chad,África,2002,esperanza_de_vida,50.525
Chad,África,2007,esperanza_de_vida,50.651
Chile,Américas,1952,esperanza_de_vida,54.745
Chile,Américas,1957,esperanza_de_vida,56.074
Chile,Américas,1962,esperanza_de_vida,57.924
Chile,Américas,1967,esperanza_de_vida,60.523
Chile,Américas,1972,esperanza_de_vida,63.441
Chile,Américas,1977,esperanza_de_vida,67.052
Chile,Américas,1982,esperanza_de_vida,70.565
Chile,Américas,1987,esperanza_de_vida,72.492
Chile,Américas,1992,esperanza_de_vida,74.126
Chile,Américas,1997,esperanza_de_vida,75.816
Chile,Américas,2002,esperanza_de_vida,77.86
Chile,Américas,2007,esperanza_de_vida,78.553
China,Asia,1952,esperanza_de_vida,44
China,Asia,1957,esperanza_de_vida,50.54896
China,Asia,1962,esperanza_de_vida,44.50136
China,Asia,1967,esperanza_de_vida,58.38112
China,Asia,1972,esperanza_de_vida,63.11888
China,Asia,1977,esperanza_de_vida,63.96736
China,Asia,1982,esperanza_de_vida,65.525
China,Asia,1987,esperanza_de_vida,67.274
China,Asia,1992,esperanza_de_vida,68.69
China,Asia,1997,esperanza_de_vida,70.426
China,Asia,2002,esperanza_de_vida,72.028
China,Asia,2007,esperanza_de_vida,72.961
Colombia,Américas,1952,esperanza_de_vida,50.643
Colombia,Américas,1957,esperanza_de_vida,55.118
Colombia,Américas,1962,esperanza_de_vida,57.863
Colombia,Américas,1967,esperanza_de_vida,59.963
Colombia,Américas,1972,esperanza_de_vida,61.623
Colombia,Américas,1977,esperanza_de_vida,63.837
Colombia,Américas,1982,esperanza_de_vida,66.653
Colombia,Américas,1987,esperanza_de_vida,67.768
Colombia,Américas,1992,esperanza_de_vida,68.421
Colombia,Américas,1997,esperanza_de_vida,70.313
Colombia,Américas,2002,esperanza_de_vida,71.682
Colombia,Américas,2007,esperanza_de_vida,72.889
Comoras,África,1952,esperanza_de_vida,40.715
Comoras,África,1957,esperanza_de_vida,42.46
Comoras,África,1962,esperanza_de_vida,44.467
Comoras,África,1967,esperanza_de_vida,46.472
Comoras,África,1972,esperanza_de_vida,48.944
Comoras,África,1977,esperanza_de_vida,50.939
Comoras,África,1982,esperanza_de_vida,52.933
Comoras,África,1987,esperanza_de_vida,54.926
Comoras,África,1992,esperanza_de_vida,57.939
Comoras,África,1997,esperanza_de_vida,60.66
Comoras,África,2002,esperanza_de_vida,62.974
Comoras,África,2007,esperanza_de_vida,65.152
República Democrática del Congo,África,1952,esperanza_de_vida,39.143
República Democrática del Congo,África,1957,esperanza_de_vida,40.652
República Democrática del Congo,África,1962,esperanza_de_vida,42.122
República Democrática del Congo,África,1967,esperanza_de_vida,44.056
República Democrática del Congo,África,1972,esperanza_de_vida,45.989
República Democrática del Congo,África,1977,esperanza_de_vida,47.804
República Democrática del Congo,África,1982,esperanza_de_vida,47.784
República Democrática del Congo,África,1987,esperanza_de_vida,47.412
República Democrática del Congo,África,1992,esperanza_de_vida,45.548
República Democrática del Congo,África,1997,esperanza_de_vida,42.587
República Democrática del Congo,África,2002,esperanza_de_vida,44.966
República Democrática del Congo,África,2007,esperanza_de_vida,46.462
Congo,África,1952,esperanza_de_vida,42.111
Congo,África,1957,esperanza_de_vida,45.053
Congo,África,1962,esperanza_de_vida,48.435
Congo,África,1967,esperanza_de_vida,52.04
Congo,África,1972,esperanza_de_vida,54.907
Congo,África,1977,esperanza_de_vida,55.625
Congo,África,1982,esperanza_de_vida,56.695
Congo,África,1987,esperanza_de_vida,57.47
Congo,África,1992,esperanza_de_vida,56.433
Congo,África,1997,esperanza_de_vida,52.962
Congo,África,2002,esperanza_de_vida,52.97
Congo,África,2007,esperanza_de_vida,55.322
Costa Rica,Américas,1952,esperanza_de_vida,57.206
Costa Rica,Américas,1957,esperanza_de_vida,60.026
Costa Rica,Américas,1962,esperanza_de_vida,62.842
Costa Rica,Américas,1967,esperanza_de_vida,65.424
Costa Rica,Américas,1972,esperanza_de_vida,67.849
Costa Rica,Américas,1977,esperanza_de_vida,70.75
Costa Rica,Américas,1982,esperanza_de_vida,73.45
Costa Rica,Américas,1987,esperanza_de_vida,74.752
Costa Rica,Américas,1992,esperanza_de_vida,75.713
Costa Rica,Américas,1997,esperanza_de_vida,77.26
Costa Rica,Américas,2002,esperanza_de_vida,78.123
Costa Rica,Américas,2007,esperanza_de_vida,78.782
Costa de Marfil,África,1952,esperanza_de_vida,40.477
Costa de Marfil,África,1957,esperanza_de_vida,42.469
Costa de Marfil,África,1962,esperanza_de_vida,44.93
Costa de Marfil,África,1967,esperanza_de_vida,47.35
Costa de Marfil,África,1972,esperanza_de_vida,49.801
Costa de Marfil,África,1977,esperanza_de_vida,52.374
Costa de Marfil,África,1982,esperanza_de_vida,53.983
Costa de Marfil,África,1987,esperanza_de_vida,54.655
Costa de Marfil,África,1992,esperanza_de_vida,52.044
Costa de Marfil,África,1997,esperanza_de_vida,47.991
Costa de Marfil,África,2002,esperanza_de_vida,46.832
Costa de Marfil,África,2007,esperanza_de_vida,48.328
Croacia,Europa,1952,esperanza_de_vida,61.21
Croacia,Europa,1957,esperanza_de_vida,64.77
Croacia,Europa,1962,esperanza_de_vida,67.13
Croacia,Europa,1967,esperanza_de_vida,68.5
Croacia,Europa,1972,esperanza_de_vida,69.61
Croacia,Europa,1977,esperanza_de_vida,70.64
Croacia,Europa,1982,esperanza_de_vida,70.46
Croacia,Europa,1987,esperanza_de_vida,71.52
Croacia,Europa,1992,esperanza_de_vida,72.527
Croacia,Europa,1997,esperanza_de_vida,73.68
Croacia,Europa,2002,esperanza_de_vida,74.876
Croacia,Europa,2007,esperanza_de_vida,75.748
Cuba,Américas,1952,esperanza_de_vida,59.421
Cuba,Américas,1957,esperanza_de_vida,62.325
Cuba,Américas,1962,esperanza_de_vida,65.246
Cuba,Américas,1967,esperanza_de_vida,68.29
Cuba,Américas,1972,esperanza_de_vida,70.723
Cuba,Américas,1977,esperanza_de_vida,72.649
Cuba,Américas,1982,esperanza_de_vida,73.717
Cuba,Américas,1987,esperanza_de_vida,74.174
Cuba,Américas,1992,esperanza_de_vida,74.414
Cuba,Américas,1997,esperanza_de_vida,76.151
Cuba,Américas,2002,esperanza_de_vida,77.158
Cuba,Américas,2007,esperanza_de_vida,78.273
República Checa,Europa,1952,esperanza_de_vida,66.87
República Checa,Europa,1957,esperanza_de_vida,69.03
República Checa,Europa,1962,esperanza_de_vida,69.9
República Checa,Europa,1967,esperanza_de_vida,70.38
República Checa,Europa,1972,esperanza_de_vida,70.29
República Checa,Europa,1977,esperanza_de_vida,70.71
República Checa,Europa,1982,esperanza_de_vida,70.96
República Checa,Europa,1987,esperanza_de_vida,71.58
República Checa,Europa,1992,esperanza_de_vida,72.4
República Checa,Europa,1997,esperanza_de_vida,74.01
República Checa,Europa,2002,esperanza_de_vida,75.51
República Checa,Europa,2007,esperanza_de_vida,76.486
Dinamarca,Europa,1952,esperanza_de_vida,70.78
Dinamarca,Europa,1957,esperanza_de_vida,71.81
Dinamarca,Europa,1962,esperanza_de_vida,72.35
Dinamarca,Europa,1967,esperanza_de_vida,72.96
Dinamarca,Europa,1972,esperanza_de_vida,73.47
Dinamarca,Europa,1977,esperanza_de_vida,74.69
Dinamarca,Europa,1982,esperanza_de_vida,74.63
Dinamarca,Europa,1987,esperanza_de_vida,74.8
Dinamarca,Europa,1992,esperanza_de_vida,75.33
Dinamarca,Europa,1997,esperanza_de_vida,76.11
Dinamarca,Europa,2002,esperanza_de_vida,77.18
Dinamarca,Europa,2007,esperanza_de_vida,78.332
Yibuti,África,1952,esperanza_de_vida,34.812
Yibuti,África,1957,esperanza_de_vida,37.328
Yibuti,África,1962,esperanza_de_vida,39.693
Yibuti,África,1967,esperanza_de_vida,42.074
Yibuti,África,1972,esperanza_de_vida,44.366
Yibuti,África,1977,esperanza_de_vida,46.519
Yibuti,África,1982,esperanza_de_vida,48.812
Yibuti,África,1987,esperanza_de_vida,50.04
Yibuti,África,1992,esperanza_de_vida,51.604
Yibuti,África,1997,esperanza_de_vida,53.157
Yibuti,África,2002,esperanza_de_vida,53.373
Yibuti,África,2007,esperanza_de_vida,54.791
República Dominicana,Américas,1952,esperanza_de_vida,45.928
República Dominicana,Américas,1957,esperanza_de_vida,49.828
República Dominicana,Américas,1962,esperanza_de_vida,53.459
República Dominicana,Américas,1967,esperanza_de_vida,56.751
República Dominicana,Américas,1972,esperanza_de_vida,59.631
República Dominicana,Américas,1977,esperanza_de_vida,61.788
República Dominicana,Américas,1982,esperanza_de_vida,63.727
República Dominicana,Américas,1987,esperanza_de_vida,66.046
República Dominicana,Américas,1992,esperanza_de_vida,68.457
República Dominicana,Américas,1997,esperanza_de_vida,69.957
República Dominicana,Américas,2002,esperanza_de_vida,70.847
República Dominicana,Américas,2007,esperanza_de_vida,72.235
Ecuador,Américas,1952,esperanza_de_vida,48.357
Ecuador,Américas,1957,esperanza_de_vida,51.356
Ecuador,Américas,1962,esperanza_de_vida,54.64
Ecuador,Américas,1967,esperanza_de_vida,56.678
Ecuador,Américas,1972,esperanza_de_vida,58.796
Ecuador,Américas,1977,esperanza_de_vida,61.31
Ecuador,Américas,1982,esperanza_de_vida,64.342
Ecuador,Américas,1987,esperanza_de_vida,67.231
Ecuador,Américas,1992,esperanza_de_vida,69.613
Ecuador,Américas,1997,esperanza_de_vida,72.312
Ecuador,Américas,2002,esperanza_de_vida,74.173
Ecuador,Américas,2007,esperanza_de_vida,74.994
Egipto,África,1952,esperanza_de_vida,41.893
Egipto,África,1957,esperanza_de_vida,44.444
Egipto,África,1962,esperanza_de_vida,46.992
Egipto,África,1967,esperanza_de_vida,49.293
Egipto,África,1972,esperanza_de_vida,51.137
Egipto,África,1977,esperanza_de_vida,53.319
Egipto,África,1982,esperanza_de_vida,56.006
Egipto,África,1987,esperanza_de_vida,59.797
Egipto,África,1992,esperanza_de_vida,63.674
Egipto,África,1997,esperanza_de_vida,67.217
Egipto,África,2002,esperanza_de_vida,69.806
Egipto,África,2007,esperanza_de_vida,71.338
El Salvador,Américas,1952,esperanza_de_vida,45.262
El Salvador,Américas,1957,esperanza_de_vida,48.57
El Salvador,Américas,1962,esperanza_de_vida,52.307
El Salvador,Américas,1967,esperanza_de_vida,55.855
El Salvador,Américas,1972,esperanza_de_vida,58.207
El Salvador,Américas,1977,esperanza_de_vida,56.696
El Salvador,Américas,1982,esperanza_de_vida,56.604
El Salvador,Américas,1987,esperanza_de_vida,63.154
El Salvador,Américas,1992,esperanza_de_vida,66.798
El Salvador,Américas,1997,esperanza_de_vida,69.535
El Salvador,Américas,2002,esperanza_de_vida,70.734
El Salvador,Américas,2007,esperanza_de_vida,71.878
Guinea Ecuatorial,África,1952,esperanza_de_vida,34.482
Guinea Ecuatorial,África,1957,esperanza_de_vida,35.983
Guinea Ecuatorial,África,1962,esperanza_de_vida,37.485
Guinea Ecuatorial,África,1967,esperanza_de_vida,38.987
Guinea Ecuatorial,África,1972,esperanza_de_vida,40.516
Guinea Ecuatorial,África,1977,esperanza_de_vida,42.024
Guinea Ecuatorial,África,1982,esperanza_de_vida,43.662
Guinea Ecuatorial,África,1987,esperanza_de_vida,45.664
Guinea Ecuatorial,África,1992,esperanza_de_vida,47.545
Guinea Ecuatorial,África,1997,esperanza_de_vida,48.245
Guinea Ecuatorial,África,2002,esperanza_de_vida,49.348
Guinea Ecuatorial,África,2007,esperanza_de_vida,51.579
Eritrea,África,1952,esperanza_de_vida,35.928
Eritrea,África,1957,esperanza_de_vida,38.047
Eritrea,África,1962,esperanza_de_vida,40.158
Eritrea,África,1967,esperanza_de_vida,42.189
Eritrea,África,1972,esperanza_de_vida,44.142
Eritrea,África,1977,esperanza_de_vida,44.535
Eritrea,África,1982,esperanza_de_vida,43.89
Eritrea,África,1987,esperanza_de_vida,46.453
Eritrea,África,1992,esperanza_de_vida,49.991
Eritrea,África,1997,esperanza_de_vida,53.378
Eritrea,África,2002,esperanza_de_vida,55.24
Eritrea,África,2007,esperanza_de_vida,58.04
Etiopía,África,1952,esperanza_de_vida,34.078
Etiopía,África,1957,esperanza_de_vida,36.667
Etiopía,África,1962,esperanza_de_vida,40.059
Etiopía,África,1967,esperanza_de_vida,42.115
Etiopía,África,1972,esperanza_de_vida,43.515
Etiopía,África,1977,esperanza_de_vida,44.51
Etiopía,África,1982,esperanza_de_vida,44.916
Etiopía,África,1987,esperanza_de_vida,46.684
Etiopía,África,1992,esperanza_de_vida,48.091
Etiopía,África,1997,esperanza_de_vida,49.402
Etiopía,África,2002,esperanza_de_vida,50.725
Etiopía,África,2007,esperanza_de_vida,52.947
Finlandia,Europa,1952,esperanza_de_vida,66.55
Finlandia,Europa,1957,esperanza_de_vida,67.49
Finlandia,Europa,1962,esperanza_de_vida,68.75
Finlandia,Europa,1967,esperanza_de_vida,69.83
Finlandia,Europa,1972,esperanza_de_vida,70.87
Finlandia,Europa,1977,esperanza_de_vida,72.52
Finlandia,Europa,1982,esperanza_de_vida,74.55
Finlandia,Europa,1987,esperanza_de_vida,74.83
Finlandia,Europa,1992,esperanza_de_vida,75.7
Finlandia,Europa,1997,esperanza_de_vida,77.13
Finlandia,Europa,2002,esperanza_de_vida,78.37
Finlandia,Europa,2007,esperanza_de_vida,79.313
Francia,Europa,1952,esperanza_de_vida,67.41
Francia,Europa,1957,esperanza_de_vida,68.93
Francia,Europa,1962,esperanza_de_vida,70.51
Francia,Europa,1967,esperanza_de_vida,71.55
Francia,Europa,1972,esperanza_de_vida,72.38
Francia,Europa,1977,esperanza_de_vida,73.83
Francia,Europa,1982,esperanza_de_vida,74.89
